vessel_id,vessel_name,current_region,route_corridor,cargo_type,value_usd,priority,status,origin_port,destination_port
V00631,South-031,South China Sea,South-China-Trade-Lane,Semiconductor Wafers,9042500.00,Critical,At Sea,Los Angeles,Singapore
V00632,South-032,South China Sea,South-China-Trade-Lane,Crude Oil,24560000.00,Critical,In Transit,Houston,London
V00633,South-033,South China Sea,South-China-Trade-Lane,Consumer Electronics,6977500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00634,South-034,South China Sea,South-China-Trade-Lane,Medical Supplies,3795000.00,High,Customs Hold,Busan,Shanghai
V00635,South-035,South China Sea,South-China-Trade-Lane,Automotive Components,4712500.00,High,Scheduled,Yokohama,Jebel Ali
V00636,South-036,South China Sea,South-China-Trade-Lane,Industrial Machinery,6430000.00,Medium,At Sea,Kaohsiung,Panama City
V00637,South-037,South China Sea,South-China-Trade-Lane,Battery Cells,7847500.00,High,In Transit,Dubai,Suez
V00638,South-038,South China Sea,South-China-Trade-Lane,Containerized Retail Goods,3265000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00639,South-039,South China Sea,South-China-Trade-Lane,LNG Equipment,10282500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00640,South-040,South China Sea,South-China-Trade-Lane,Telecom Hardware,6000000.00,High,Scheduled,Hamburg,Manila
V00641,South-041,South China Sea,South-China-Trade-Lane,Semiconductor Wafers,9217500.00,Critical,At Sea,Los Angeles,Singapore
V00642,South-042,South China Sea,South-China-Trade-Lane,Crude Oil,24735000.00,Critical,In Transit,Houston,London
V00643,South-043,South China Sea,South-China-Trade-Lane,Consumer Electronics,7152500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00644,South-044,South China Sea,South-China-Trade-Lane,Medical Supplies,3970000.00,High,Customs Hold,Busan,Shanghai
V00645,South-045,South China Sea,South-China-Trade-Lane,Automotive Components,4887500.00,High,Scheduled,Yokohama,Jebel Ali
V00646,South-046,South China Sea,South-China-Trade-Lane,Industrial Machinery,6605000.00,Medium,At Sea,Kaohsiung,Panama City
V00647,South-047,South China Sea,South-China-Trade-Lane,Battery Cells,8022500.00,High,In Transit,Dubai,Suez
V00648,South-048,South China Sea,South-China-Trade-Lane,Containerized Retail Goods,3440000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00649,South-049,South China Sea,South-China-Trade-Lane,LNG Equipment,10457500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00650,South-050,South China Sea,South-China-Trade-Lane,Telecom Hardware,6175000.00,High,Scheduled,Hamburg,Manila
V00651,South-051,South China Sea,South-China-Trade-Lane,Semiconductor Wafers,9392500.00,Critical,At Sea,Los Angeles,Singapore
V00652,South-052,South China Sea,South-China-Trade-Lane,Crude Oil,24910000.00,Critical,In Transit,Houston,London
V00653,South-053,South China Sea,South-China-Trade-Lane,Consumer Electronics,7327500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00654,South-054,South China Sea,South-China-Trade-Lane,Medical Supplies,4145000.00,High,Customs Hold,Busan,Shanghai
V00655,South-055,South China Sea,South-China-Trade-Lane,Automotive Components,5062500.00,High,Scheduled,Yokohama,Jebel Ali
V00656,South-056,South China Sea,South-China-Trade-Lane,Industrial Machinery,6780000.00,Medium,At Sea,Kaohsiung,Panama City
V00657,South-057,South China Sea,South-China-Trade-Lane,Battery Cells,8197500.00,High,In Transit,Dubai,Suez
V00658,South-058,South China Sea,South-China-Trade-Lane,Containerized Retail Goods,3615000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00659,South-059,South China Sea,South-China-Trade-Lane,LNG Equipment,10632500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00660,South-060,South China Sea,South-China-Trade-Lane,Telecom Hardware,6350000.00,High,Scheduled,Hamburg,Manila
V00661,South-061,South China Sea,South-China-Trade-Lane,Semiconductor Wafers,9567500.00,Critical,At Sea,Los Angeles,Singapore
V00662,South-062,South China Sea,South-China-Trade-Lane,Crude Oil,25085000.00,Critical,In Transit,Houston,London
V00663,South-063,South China Sea,South-China-Trade-Lane,Consumer Electronics,7502500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00664,South-064,South China Sea,South-China-Trade-Lane,Medical Supplies,4320000.00,High,Customs Hold,Busan,Shanghai
V00665,South-065,South China Sea,South-China-Trade-Lane,Automotive Components,5237500.00,High,Scheduled,Yokohama,Jebel Ali
V00666,South-066,South China Sea,South-China-Trade-Lane,Industrial Machinery,6955000.00,Medium,At Sea,Kaohsiung,Panama City
V00667,South-067,South China Sea,South-China-Trade-Lane,Battery Cells,8372500.00,High,In Transit,Dubai,Suez
V00668,South-068,South China Sea,South-China-Trade-Lane,Containerized Retail Goods,3790000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00669,South-069,South China Sea,South-China-Trade-Lane,LNG Equipment,10807500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00670,South-070,South China Sea,South-China-Trade-Lane,Telecom Hardware,6525000.00,High,Scheduled,Hamburg,Manila
V00671,South-071,South China Sea,South-China-Trade-Lane,Semiconductor Wafers,9742500.00,Critical,At Sea,Los Angeles,Singapore
V00672,South-072,South China Sea,South-China-Trade-Lane,Crude Oil,25260000.00,Critical,In Transit,Houston,London
V00673,South-073,South China Sea,South-China-Trade-Lane,Consumer Electronics,7677500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00674,South-074,South China Sea,South-China-Trade-Lane,Medical Supplies,4495000.00,High,Customs Hold,Busan,Shanghai
V00675,South-075,South China Sea,South-China-Trade-Lane,Automotive Components,5412500.00,High,Scheduled,Yokohama,Jebel Ali
V00676,South-076,South China Sea,South-China-Trade-Lane,Industrial Machinery,7130000.00,Medium,At Sea,Kaohsiung,Panama City
V00677,South-077,South China Sea,South-China-Trade-Lane,Battery Cells,8547500.00,High,In Transit,Dubai,Suez
V00678,South-078,South China Sea,South-China-Trade-Lane,Containerized Retail Goods,3965000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00679,South-079,South China Sea,South-China-Trade-Lane,LNG Equipment,10982500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00680,South-080,South China Sea,South-China-Trade-Lane,Telecom Hardware,6700000.00,High,Scheduled,Hamburg,Manila
V00681,South-081,South China Sea,South-China-Trade-Lane,Semiconductor Wafers,9917500.00,Critical,At Sea,Los Angeles,Singapore
V00682,South-082,South China Sea,South-China-Trade-Lane,Crude Oil,25435000.00,Critical,In Transit,Houston,London
V00683,South-083,South China Sea,South-China-Trade-Lane,Consumer Electronics,7852500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00684,South-084,South China Sea,South-China-Trade-Lane,Medical Supplies,4670000.00,High,Customs Hold,Busan,Shanghai
V00685,South-085,South China Sea,South-China-Trade-Lane,Automotive Components,5587500.00,High,Scheduled,Yokohama,Jebel Ali
V00686,South-086,South China Sea,South-China-Trade-Lane,Industrial Machinery,7305000.00,Medium,At Sea,Kaohsiung,Panama City
V00687,South-087,South China Sea,South-China-Trade-Lane,Battery Cells,8722500.00,High,In Transit,Dubai,Suez
V00688,South-088,South China Sea,South-China-Trade-Lane,Containerized Retail Goods,4140000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00689,South-089,South China Sea,South-China-Trade-Lane,LNG Equipment,11157500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00690,South-090,South China Sea,South-China-Trade-Lane,Telecom Hardware,6875000.00,High,Scheduled,Hamburg,Manila
V00691,South-091,South China Sea,South-China-Trade-Lane,Semiconductor Wafers,10092500.00,Critical,At Sea,Los Angeles,Singapore
V00692,South-092,South China Sea,South-China-Trade-Lane,Crude Oil,25610000.00,Critical,In Transit,Houston,London
V00693,South-093,South China Sea,South-China-Trade-Lane,Consumer Electronics,8027500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00694,South-094,South China Sea,South-China-Trade-Lane,Medical Supplies,4845000.00,High,Customs Hold,Busan,Shanghai
V00695,South-095,South China Sea,South-China-Trade-Lane,Automotive Components,5762500.00,High,Scheduled,Yokohama,Jebel Ali
V00696,South-096,South China Sea,South-China-Trade-Lane,Industrial Machinery,7480000.00,Medium,At Sea,Kaohsiung,Panama City
V00697,South-097,South China Sea,South-China-Trade-Lane,Battery Cells,8897500.00,High,In Transit,Dubai,Suez
V00698,South-098,South China Sea,South-China-Trade-Lane,Containerized Retail Goods,4315000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00699,South-099,South China Sea,South-China-Trade-Lane,LNG Equipment,11332500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00700,South-100,South China Sea,South-China-Trade-Lane,Telecom Hardware,7050000.00,High,Scheduled,Hamburg,Manila
V00701,South-101,South China Sea,South-China-Trade-Lane,Semiconductor Wafers,10267500.00,Critical,At Sea,Los Angeles,Singapore
V00702,South-102,South China Sea,South-China-Trade-Lane,Crude Oil,25785000.00,Critical,In Transit,Houston,London
V00703,South-103,South China Sea,South-China-Trade-Lane,Consumer Electronics,8202500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00704,South-104,South China Sea,South-China-Trade-Lane,Medical Supplies,5020000.00,High,Customs Hold,Busan,Shanghai
V00705,South-105,South China Sea,South-China-Trade-Lane,Automotive Components,5937500.00,High,Scheduled,Yokohama,Jebel Ali
V00706,South-106,South China Sea,South-China-Trade-Lane,Industrial Machinery,7655000.00,Medium,At Sea,Kaohsiung,Panama City
V00707,South-107,South China Sea,South-China-Trade-Lane,Battery Cells,9072500.00,High,In Transit,Dubai,Suez
V00708,South-108,South China Sea,South-China-Trade-Lane,Containerized Retail Goods,4490000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00709,South-109,South China Sea,South-China-Trade-Lane,LNG Equipment,11507500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00710,South-110,South China Sea,South-China-Trade-Lane,Telecom Hardware,7225000.00,High,Scheduled,Hamburg,Manila
V00711,South-111,South China Sea,South-China-Trade-Lane,Semiconductor Wafers,10442500.00,Critical,At Sea,Los Angeles,Singapore
V00712,South-112,South China Sea,South-China-Trade-Lane,Crude Oil,25960000.00,Critical,In Transit,Houston,London
V00713,South-113,South China Sea,South-China-Trade-Lane,Consumer Electronics,8377500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00714,South-114,South China Sea,South-China-Trade-Lane,Medical Supplies,5195000.00,High,Customs Hold,Busan,Shanghai
V00715,South-115,South China Sea,South-China-Trade-Lane,Automotive Components,6112500.00,High,Scheduled,Yokohama,Jebel Ali
V00716,South-116,South China Sea,South-China-Trade-Lane,Industrial Machinery,7830000.00,Medium,At Sea,Kaohsiung,Panama City
V00717,South-117,South China Sea,South-China-Trade-Lane,Battery Cells,9247500.00,High,In Transit,Dubai,Suez
V00718,South-118,South China Sea,South-China-Trade-Lane,Containerized Retail Goods,4665000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00719,South-119,South China Sea,South-China-Trade-Lane,LNG Equipment,11682500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00720,South-120,South China Sea,South-China-Trade-Lane,Telecom Hardware,7400000.00,High,Scheduled,Hamburg,Manila
V00721,East-001,East China Sea,East-China-Coastal-Lane,Semiconductor Wafers,8517500.00,Critical,At Sea,Los Angeles,Singapore
V00722,East-002,East China Sea,East-China-Coastal-Lane,Crude Oil,24035000.00,Critical,In Transit,Houston,London
V00723,East-003,East China Sea,East-China-Coastal-Lane,Consumer Electronics,6452500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00724,East-004,East China Sea,East-China-Coastal-Lane,Medical Supplies,3270000.00,High,Customs Hold,Busan,Shanghai
V00725,East-005,East China Sea,East-China-Coastal-Lane,Automotive Components,4187500.00,High,Scheduled,Yokohama,Jebel Ali
V00726,East-006,East China Sea,East-China-Coastal-Lane,Industrial Machinery,5905000.00,Medium,At Sea,Kaohsiung,Panama City
V00727,East-007,East China Sea,East-China-Coastal-Lane,Battery Cells,7322500.00,High,In Transit,Dubai,Suez
V00728,East-008,East China Sea,East-China-Coastal-Lane,Containerized Retail Goods,2740000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00729,East-009,East China Sea,East-China-Coastal-Lane,LNG Equipment,9757500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00730,East-010,East China Sea,East-China-Coastal-Lane,Telecom Hardware,5475000.00,High,Scheduled,Hamburg,Manila
V00731,East-011,East China Sea,East-China-Coastal-Lane,Semiconductor Wafers,8692500.00,Critical,At Sea,Los Angeles,Singapore
V00732,East-012,East China Sea,East-China-Coastal-Lane,Crude Oil,24210000.00,Critical,In Transit,Houston,London
V00733,East-013,East China Sea,East-China-Coastal-Lane,Consumer Electronics,6627500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00734,East-014,East China Sea,East-China-Coastal-Lane,Medical Supplies,3445000.00,High,Customs Hold,Busan,Shanghai
V00735,East-015,East China Sea,East-China-Coastal-Lane,Automotive Components,4362500.00,High,Scheduled,Yokohama,Jebel Ali
V00736,East-016,East China Sea,East-China-Coastal-Lane,Industrial Machinery,6080000.00,Medium,At Sea,Kaohsiung,Panama City
V00737,East-017,East China Sea,East-China-Coastal-Lane,Battery Cells,7497500.00,High,In Transit,Dubai,Suez
V00738,East-018,East China Sea,East-China-Coastal-Lane,Containerized Retail Goods,2915000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00739,East-019,East China Sea,East-China-Coastal-Lane,LNG Equipment,9932500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00740,East-020,East China Sea,East-China-Coastal-Lane,Telecom Hardware,5650000.00,High,Scheduled,Hamburg,Manila
V00741,East-021,East China Sea,East-China-Coastal-Lane,Semiconductor Wafers,8867500.00,Critical,At Sea,Los Angeles,Singapore
V00742,East-022,East China Sea,East-China-Coastal-Lane,Crude Oil,24385000.00,Critical,In Transit,Houston,London
V00743,East-023,East China Sea,East-China-Coastal-Lane,Consumer Electronics,6802500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00744,East-024,East China Sea,East-China-Coastal-Lane,Medical Supplies,3620000.00,High,Customs Hold,Busan,Shanghai
V00745,East-025,East China Sea,East-China-Coastal-Lane,Automotive Components,4537500.00,High,Scheduled,Yokohama,Jebel Ali
V00746,East-026,East China Sea,East-China-Coastal-Lane,Industrial Machinery,6255000.00,Medium,At Sea,Kaohsiung,Panama City
V00747,East-027,East China Sea,East-China-Coastal-Lane,Battery Cells,7672500.00,High,In Transit,Dubai,Suez
V00748,East-028,East China Sea,East-China-Coastal-Lane,Containerized Retail Goods,3090000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00749,East-029,East China Sea,East-China-Coastal-Lane,LNG Equipment,10107500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00750,East-030,East China Sea,East-China-Coastal-Lane,Telecom Hardware,5825000.00,High,Scheduled,Hamburg,Manila
V00751,East-031,East China Sea,East-China-Coastal-Lane,Semiconductor Wafers,9042500.00,Critical,At Sea,Los Angeles,Singapore
V00752,East-032,East China Sea,East-China-Coastal-Lane,Crude Oil,24560000.00,Critical,In Transit,Houston,London
V00753,East-033,East China Sea,East-China-Coastal-Lane,Consumer Electronics,6977500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00754,East-034,East China Sea,East-China-Coastal-Lane,Medical Supplies,3795000.00,High,Customs Hold,Busan,Shanghai
V00755,East-035,East China Sea,East-China-Coastal-Lane,Automotive Components,4712500.00,High,Scheduled,Yokohama,Jebel Ali
V00756,East-036,East China Sea,East-China-Coastal-Lane,Industrial Machinery,6430000.00,Medium,At Sea,Kaohsiung,Panama City
V00757,East-037,East China Sea,East-China-Coastal-Lane,Battery Cells,7847500.00,High,In Transit,Dubai,Suez
V00758,East-038,East China Sea,East-China-Coastal-Lane,Containerized Retail Goods,3265000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00759,East-039,East China Sea,East-China-Coastal-Lane,LNG Equipment,10282500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00760,East-040,East China Sea,East-China-Coastal-Lane,Telecom Hardware,6000000.00,High,Scheduled,Hamburg,Manila
V00761,East-041,East China Sea,East-China-Coastal-Lane,Semiconductor Wafers,9217500.00,Critical,At Sea,Los Angeles,Singapore
V00762,East-042,East China Sea,East-China-Coastal-Lane,Crude Oil,24735000.00,Critical,In Transit,Houston,London
V00763,East-043,East China Sea,East-China-Coastal-Lane,Consumer Electronics,7152500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00764,East-044,East China Sea,East-China-Coastal-Lane,Medical Supplies,3970000.00,High,Customs Hold,Busan,Shanghai
V00765,East-045,East China Sea,East-China-Coastal-Lane,Automotive Components,4887500.00,High,Scheduled,Yokohama,Jebel Ali
V00766,East-046,East China Sea,East-China-Coastal-Lane,Industrial Machinery,6605000.00,Medium,At Sea,Kaohsiung,Panama City
V00767,East-047,East China Sea,East-China-Coastal-Lane,Battery Cells,8022500.00,High,In Transit,Dubai,Suez
V00768,East-048,East China Sea,East-China-Coastal-Lane,Containerized Retail Goods,3440000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00769,East-049,East China Sea,East-China-Coastal-Lane,LNG Equipment,10457500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00770,East-050,East China Sea,East-China-Coastal-Lane,Telecom Hardware,6175000.00,High,Scheduled,Hamburg,Manila
V00771,East-051,East China Sea,East-China-Coastal-Lane,Semiconductor Wafers,9392500.00,Critical,At Sea,Los Angeles,Singapore
V00772,East-052,East China Sea,East-China-Coastal-Lane,Crude Oil,24910000.00,Critical,In Transit,Houston,London
V00773,East-053,East China Sea,East-China-Coastal-Lane,Consumer Electronics,7327500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00774,East-054,East China Sea,East-China-Coastal-Lane,Medical Supplies,4145000.00,High,Customs Hold,Busan,Shanghai
V00775,East-055,East China Sea,East-China-Coastal-Lane,Automotive Components,5062500.00,High,Scheduled,Yokohama,Jebel Ali
V00776,East-056,East China Sea,East-China-Coastal-Lane,Industrial Machinery,6780000.00,Medium,At Sea,Kaohsiung,Panama City
V00777,East-057,East China Sea,East-China-Coastal-Lane,Battery Cells,8197500.00,High,In Transit,Dubai,Suez
V00778,East-058,East China Sea,East-China-Coastal-Lane,Containerized Retail Goods,3615000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00779,East-059,East China Sea,East-China-Coastal-Lane,LNG Equipment,10632500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00780,East-060,East China Sea,East-China-Coastal-Lane,Telecom Hardware,6350000.00,High,Scheduled,Hamburg,Manila
V00781,East-061,East China Sea,East-China-Coastal-Lane,Semiconductor Wafers,9567500.00,Critical,At Sea,Los Angeles,Singapore
V00782,East-062,East China Sea,East-China-Coastal-Lane,Crude Oil,25085000.00,Critical,In Transit,Houston,London
V00783,East-063,East China Sea,East-China-Coastal-Lane,Consumer Electronics,7502500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00784,East-064,East China Sea,East-China-Coastal-Lane,Medical Supplies,4320000.00,High,Customs Hold,Busan,Shanghai
V00785,East-065,East China Sea,East-China-Coastal-Lane,Automotive Components,5237500.00,High,Scheduled,Yokohama,Jebel Ali
V00786,East-066,East China Sea,East-China-Coastal-Lane,Industrial Machinery,6955000.00,Medium,At Sea,Kaohsiung,Panama City
V00787,East-067,East China Sea,East-China-Coastal-Lane,Battery Cells,8372500.00,High,In Transit,Dubai,Suez
V00788,East-068,East China Sea,East-China-Coastal-Lane,Containerized Retail Goods,3790000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00789,East-069,East China Sea,East-China-Coastal-Lane,LNG Equipment,10807500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00790,East-070,East China Sea,East-China-Coastal-Lane,Telecom Hardware,6525000.00,High,Scheduled,Hamburg,Manila
V00791,East-071,East China Sea,East-China-Coastal-Lane,Semiconductor Wafers,9742500.00,Critical,At Sea,Los Angeles,Singapore
V00792,East-072,East China Sea,East-China-Coastal-Lane,Crude Oil,25260000.00,Critical,In Transit,Houston,London
V00793,East-073,East China Sea,East-China-Coastal-Lane,Consumer Electronics,7677500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00794,East-074,East China Sea,East-China-Coastal-Lane,Medical Supplies,4495000.00,High,Customs Hold,Busan,Shanghai
V00795,East-075,East China Sea,East-China-Coastal-Lane,Automotive Components,5412500.00,High,Scheduled,Yokohama,Jebel Ali
V00796,East-076,East China Sea,East-China-Coastal-Lane,Industrial Machinery,7130000.00,Medium,At Sea,Kaohsiung,Panama City
V00797,East-077,East China Sea,East-China-Coastal-Lane,Battery Cells,8547500.00,High,In Transit,Dubai,Suez
V00798,East-078,East China Sea,East-China-Coastal-Lane,Containerized Retail Goods,3965000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00799,East-079,East China Sea,East-China-Coastal-Lane,LNG Equipment,10982500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00800,East-080,East China Sea,East-China-Coastal-Lane,Telecom Hardware,6700000.00,High,Scheduled,Hamburg,Manila
V00801,East-081,East China Sea,East-China-Coastal-Lane,Semiconductor Wafers,9917500.00,Critical,At Sea,Los Angeles,Singapore
V00802,East-082,East China Sea,East-China-Coastal-Lane,Crude Oil,25435000.00,Critical,In Transit,Houston,London
V00803,East-083,East China Sea,East-China-Coastal-Lane,Consumer Electronics,7852500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00804,East-084,East China Sea,East-China-Coastal-Lane,Medical Supplies,4670000.00,High,Customs Hold,Busan,Shanghai
V00805,East-085,East China Sea,East-China-Coastal-Lane,Automotive Components,5587500.00,High,Scheduled,Yokohama,Jebel Ali
V00806,East-086,East China Sea,East-China-Coastal-Lane,Industrial Machinery,7305000.00,Medium,At Sea,Kaohsiung,Panama City
V00807,East-087,East China Sea,East-China-Coastal-Lane,Battery Cells,8722500.00,High,In Transit,Dubai,Suez
V00808,East-088,East China Sea,East-China-Coastal-Lane,Containerized Retail Goods,4140000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00809,East-089,East China Sea,East-China-Coastal-Lane,LNG Equipment,11157500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00810,East-090,East China Sea,East-China-Coastal-Lane,Telecom Hardware,6875000.00,High,Scheduled,Hamburg,Manila
V00811,East-091,East China Sea,East-China-Coastal-Lane,Semiconductor Wafers,10092500.00,Critical,At Sea,Los Angeles,Singapore
V00812,East-092,East China Sea,East-China-Coastal-Lane,Crude Oil,25610000.00,Critical,In Transit,Houston,London
V00813,East-093,East China Sea,East-China-Coastal-Lane,Consumer Electronics,8027500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00814,East-094,East China Sea,East-China-Coastal-Lane,Medical Supplies,4845000.00,High,Customs Hold,Busan,Shanghai
V00815,East-095,East China Sea,East-China-Coastal-Lane,Automotive Components,5762500.00,High,Scheduled,Yokohama,Jebel Ali
V00816,East-096,East China Sea,East-China-Coastal-Lane,Industrial Machinery,7480000.00,Medium,At Sea,Kaohsiung,Panama City
V00817,East-097,East China Sea,East-China-Coastal-Lane,Battery Cells,8897500.00,High,In Transit,Dubai,Suez
V00818,East-098,East China Sea,East-China-Coastal-Lane,Containerized Retail Goods,4315000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00819,East-099,East China Sea,East-China-Coastal-Lane,LNG Equipment,11332500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00820,East-100,East China Sea,East-China-Coastal-Lane,Telecom Hardware,7050000.00,High,Scheduled,Hamburg,Manila
V00821,East-101,East China Sea,East-China-Coastal-Lane,Semiconductor Wafers,10267500.00,Critical,At Sea,Los Angeles,Singapore
V00822,East-102,East China Sea,East-China-Coastal-Lane,Crude Oil,25785000.00,Critical,In Transit,Houston,London
V00823,East-103,East China Sea,East-China-Coastal-Lane,Consumer Electronics,8202500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00824,East-104,East China Sea,East-China-Coastal-Lane,Medical Supplies,5020000.00,High,Customs Hold,Busan,Shanghai
V00825,East-105,East China Sea,East-China-Coastal-Lane,Automotive Components,5937500.00,High,Scheduled,Yokohama,Jebel Ali
V00826,East-106,East China Sea,East-China-Coastal-Lane,Industrial Machinery,7655000.00,Medium,At Sea,Kaohsiung,Panama City
V00827,East-107,East China Sea,East-China-Coastal-Lane,Battery Cells,9072500.00,High,In Transit,Dubai,Suez
V00828,East-108,East China Sea,East-China-Coastal-Lane,Containerized Retail Goods,4490000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00829,East-109,East China Sea,East-China-Coastal-Lane,LNG Equipment,11507500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00830,East-110,East China Sea,East-China-Coastal-Lane,Telecom Hardware,7225000.00,High,Scheduled,Hamburg,Manila
V00831,East-111,East China Sea,East-China-Coastal-Lane,Semiconductor Wafers,10442500.00,Critical,At Sea,Los Angeles,Singapore
V00832,East-112,East China Sea,East-China-Coastal-Lane,Crude Oil,25960000.00,Critical,In Transit,Houston,London
V00833,East-113,East China Sea,East-China-Coastal-Lane,Consumer Electronics,8377500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00834,East-114,East China Sea,East-China-Coastal-Lane,Medical Supplies,5195000.00,High,Customs Hold,Busan,Shanghai
V00835,East-115,East China Sea,East-China-Coastal-Lane,Automotive Components,6112500.00,High,Scheduled,Yokohama,Jebel Ali
V00836,East-116,East China Sea,East-China-Coastal-Lane,Industrial Machinery,7830000.00,Medium,At Sea,Kaohsiung,Panama City
V00837,East-117,East China Sea,East-China-Coastal-Lane,Battery Cells,9247500.00,High,In Transit,Dubai,Suez
V00838,East-118,East China Sea,East-China-Coastal-Lane,Containerized Retail Goods,4665000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00839,East-119,East China Sea,East-China-Coastal-Lane,LNG Equipment,11682500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00840,East-120,East China Sea,East-China-Coastal-Lane,Telecom Hardware,7400000.00,High,Scheduled,Hamburg,Manila
V00841,Sea-001,Sea of Japan,Japan-Korea-Lane,Semiconductor Wafers,8517500.00,Critical,At Sea,Los Angeles,Singapore
V00842,Sea-002,Sea of Japan,Japan-Korea-Lane,Crude Oil,24035000.00,Critical,In Transit,Houston,London
V00843,Sea-003,Sea of Japan,Japan-Korea-Lane,Consumer Electronics,6452500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00844,Sea-004,Sea of Japan,Japan-Korea-Lane,Medical Supplies,3270000.00,High,Customs Hold,Busan,Shanghai
V00845,Sea-005,Sea of Japan,Japan-Korea-Lane,Automotive Components,4187500.00,High,Scheduled,Yokohama,Jebel Ali
V00846,Sea-006,Sea of Japan,Japan-Korea-Lane,Industrial Machinery,5905000.00,Medium,At Sea,Kaohsiung,Panama City
V00847,Sea-007,Sea of Japan,Japan-Korea-Lane,Battery Cells,7322500.00,High,In Transit,Dubai,Suez
V00848,Sea-008,Sea of Japan,Japan-Korea-Lane,Containerized Retail Goods,2740000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00849,Sea-009,Sea of Japan,Japan-Korea-Lane,LNG Equipment,9757500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00850,Sea-010,Sea of Japan,Japan-Korea-Lane,Telecom Hardware,5475000.00,High,Scheduled,Hamburg,Manila
V00851,Sea-011,Sea of Japan,Japan-Korea-Lane,Semiconductor Wafers,8692500.00,Critical,At Sea,Los Angeles,Singapore
V00852,Sea-012,Sea of Japan,Japan-Korea-Lane,Crude Oil,24210000.00,Critical,In Transit,Houston,London
V00853,Sea-013,Sea of Japan,Japan-Korea-Lane,Consumer Electronics,6627500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00854,Sea-014,Sea of Japan,Japan-Korea-Lane,Medical Supplies,3445000.00,High,Customs Hold,Busan,Shanghai
